YEAR,QUARTER,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL_REV,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,CARRIER_GROUP,ASM,RPM,LOAD_FACTOR,YIELD,RASM,CASM,PRASM
1995,3,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,946,934,83493510,237559,174607,13100636,559551,223741,605037,580334,6133000,11257000,109883000,512000,10682000,10548000,134000,,,,,,96000,,2968000,124141000,41496000,7526000,14546000,14233000,23894000,3339000,,4553000,3297000,112884000,-2138000,-195000,-276000,-182000,,1424000,-1367000,9890000,3757000,6133000,,,,,,3,53151688219,39066744787,0.74,0.0000028127,0.0000023356,0.0000021238,0.0000020673
1995,3,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,1,3692,3611,180450000,395324,202520,144163,900116,31959,271775,232809,-986000,-1023000,13605000,208000,79000,63000,16000,37000,37000,,,83000,184000,,50000,14247000,5099000,2409000,,,,,7627000,127000,8000,15270000,-5000,59000,,-20000,,4000,37000,-986000,,-986000,,,,,,1,12634159716,6472336680,0.51,0.0000021020,0.0000011276,0.0000012087,0.0000010769
1995,3,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,2,16328,15540,582675116,2358600,1251119,14815681,2319116,71905,852716,655342,649000,1930000,74089000,637000,3428000,3159000,269000,6711000,6711000,,,,1300000,,966000,87131000,25932000,20943000,9301000,12934000,10312000,3744000,,1790000,243000,85200000,-761000,-250000,,-430000,,160000,-1282000,649000,,649000,,,,,,2,169595133000,89961711695,0.53,0.0000008236,0.0000005138,0.0000005024,0.0000004369
1995,3,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,2,80,86,7593800,26134,19230,118532,202877,31980,27450,25751,2714000,2718000,5707000,227000,257000,160000,97000,,,,,,27000,,6000,6224000,584000,545000,606000,763000,672000,244000,,75000,16000,3506000,,0000,,,,-4000,-4000,2714000,,2714000,,,,,,2,835765320,614975400,0.74,0.0000092799,0.0000074472,0.0000041948,0.0000068284
1995,3,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,1,1630,1630,39120000,195600,158871,0,0,57090,224346,192096,327000,457000,11964000,,,,,2411000,2411000,,,,225000,,,14599000,5621000,3214000,,,,,4997000,310000,,14142000,-65000,53000,,,,147000,134000,592000,265000,327000,,,,,,1,11166804000,9069945390,0.81,0.0000013190,0.0000013074,0.0000012664,0.0000010714
1995,3,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,187856,185565,6943736680,26701733,18639817,166411535,169181106,4066383,24894303,21151181,122674000,240720000,2286097000,35386000,48992000,45610000,3382000,5040000,5040000,,,27950000,9411000,,157767000,2570643000,681760000,310288000,244913000,410343000,383484000,96913000,,122034000,80188000,2329923000,-60778000,3982000,-6103000,3189000,,17526000,-42184000,198536000,75862000,122674000,,,,,,3,108579473141739,75796634971911,0.70,0.0000000302,0.0000000237,0.0000000215,0.0000000211
1995,3,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,4034,4019,337636440,1005853,853056,44742830,5319574,689268,2083419,1974715,15600000,33361000,355667000,4414000,23287000,22568000,719000,,,,,18000,1156000,,19996000,404538000,98323000,33518000,59889000,61257000,68281000,22511000,,17556000,9842000,371177000,-6411000,420000,-3714000,662000,,1778000,-7265000,26096000,10496000,15600000,,,,,,3,693302285604,587984203008,0.85,0.0000006049,0.0000005835,0.0000005354,0.0000005130
1995,3,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,3747,3725,197887200,693315,458493,18982669,1230671,429338,1263781,1178670,245000,5043000,155551000,853000,12924000,12656000,268000,34000,34000,,,7000,722000,,9039000,179130000,48048000,17247000,24001000,23000000,37809000,10643000,,8997000,4342000,174087000,-3532000,231000,-2684000,287000,,999000,-4699000,344000,99000,245000,,,,,,3,297666475470,196848467634,0.66,0.0000007902,0.0000006018,0.0000005848,0.0000005226
1995,3,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,3895,3874,457429680,1480251,1158706,49769996,8429248,930508,2482268,2376628,109167000,189531000,843840000,10900000,65568000,64122000,1446000,,,,,33000,1822000,,39071000,961234000,220757000,60060000,123469000,89044000,198186000,28938000,,33389000,17860000,771703000,-15324000,1004000,-3508000,1330000,,4301000,-12197000,177334000,68167000,109167000,,,,,,3,1377385397508,1078185202648,0.78,0.0000007826,0.0000006979,0.0000005603,0.0000006126
1995,3,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,175938,174250,5877905300,22935918,15250271,35747252,40864901,1296137,12629188,10490082,67717000,111844000,735275000,5925000,10612000,10234000,378000,4332000,4332000,,,,6240000,,2775000,765159000,213363000,74013000,42675000,103777000,109874000,69174000,,37430000,3009000,653315000,-14886000,8102000,-11000,1000,,9165000,2371000,114215000,46498000,67717000,,,,,,3,29728091948766,19766440503127,0.66,0.0000000372,0.0000000257,0.0000000220,0.0000000247
1995,4,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,174499,171814,7001874945,25115078,16010586,162698757,138048517,2934375,27436779,23283708,-192931000,-162469000,2272884000,31390000,54304000,48575000,5729000,1150000,1150000,,,,15791000,,303416000,2678935000,680192000,245559000,274867000,517464000,451004000,458996000,,201583000,11739000,2841404000,-100401000,2785000,,2440000,,-24629000,-119805000,-282274000,-102343000,-179931000,,-13000000,,,,3,73697057006250,46981063293750,0.64,0.0000000484,0.0000000364,0.0000000386,0.0000000308
1995,4,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,6002,5968,482043000,1233806,888522,89399964,10094602,928941,3072726,2888434,-28931000,-34490000,421582000,7065000,42932000,41183000,1749000,,,,,,2837000,,36187000,510603000,105533000,42709000,83404000,118002000,89342000,62635000,,37062000,6406000,545093000,-7144000,198000,,174000,,-3247000,-10019000,-44509000,-15578000,-28931000,,,,,,3,1146132979446,825384515202,0.72,0.0000005108,0.0000004455,0.0000004756,0.0000003678
1995,4,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,21269,21271,1159596901,3997063,2546266,64449070,5301939,974428,4137397,3587485,-31336000,-23945000,510933000,2290000,33034000,30156000,2878000,1266000,1266000,,,,4623000,,25904000,578050000,138466000,45028000,79496000,109285000,97337000,95153000,,34270000,2960000,601995000,-17302000,480000,,421000,,-7863000,-24264000,-48209000,-16873000,-31336000,,,,,,3,3894850104964,2481152885848,0.64,0.0000002059,0.0000001484,0.0000001546,0.0000001312
1995,4,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,528,525,52867500,127206,92269,9372175,1523154,106740,333735,318788,1066000,2583000,76050000,2160000,8596000,8305000,291000,,,,,,148000,,2850000,89804000,14145000,6026000,12202000,13885000,24290000,8184000,,7864000,625000,87221000,-672000,19000,,16000,,-306000,-943000,1640000,574000,1066000,,,,,,3,13577968440,9848793060,0.73,0.0000077218,0.0000066139,0.0000064237,0.0000056010
1995,4,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,32880,32505,1113694255,4237227,2654534,30458479,13065980,399901,3822167,3273675,481000,6375000,208366000,5572000,14489000,13676000,813000,2592000,1540000,1052000,,5241000,1577000,379000,20048000,258264000,99780000,19379000,26019000,44425000,38827000,5916000,,13143000,4400000,251889000,-8733000,-269000,,1167000,,3430000,-4405000,1970000,1489000,481000,,,,,,3,1694471314527,1061550801134,0.63,0.0000001963,0.0000001524,0.0000001487,0.0000001230
1995,4,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,1988,1984,70038560,277760,157666,636710,824,68922,308614,272018,327000,871000,19146000,,252000,184000,68000,,,,,438000,132000,,,19968000,7820000,1425000,1891000,2823000,3568000,456000,,1114000,,19097000,-674000,-21000,,90000,,264000,-341000,530000,203000,327000,,,,,,3,19143774720,10866656052,0.57,0.0000017619,0.0000010431,0.0000009976,0.0000010001
1995,4,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,224903,222731,9020506845,35429364,21307005,161433462,222535708,3730297,25061560,20462822,90142000,194268000,2222785000,36997000,50252000,46016000,4236000,4159000,4159000,,,,33924000,,51598000,2399715000,728846000,190538000,227824000,393125000,449361000,75969000,,128118000,11666000,2205447000,-50957000,-3639000,-2746000,-3375000,,21559000,-39158000,155110000,64968000,90142000,,,,,,3,132162050241108,79481456830485,0.60,0.0000000280,0.0000000182,0.0000000167,0.0000000168
1995,4,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,2999,2988,136005200,514554,320193,6115294,443584,111613,496536,429536,1205000,2461000,46172000,197000,2575000,2247000,328000,,,,,,44000,,6137000,55125000,15107000,4149000,5088000,8624000,8377000,1578000,,2974000,6767000,52664000,-853000,-76000,-57000,-53000,,522000,-517000,1944000,739000,1205000,,,,,,3,57430915602,35737701309,0.62,0.0000012920,0.0000009598,0.0000009170,0.0000008040
1995,4,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,5116,5087,390633935,1147906,817561,54061594,7568563,1190669,2649217,2493809,-9392000,-9946000,390975000,6075000,34184000,33296000,888000,,,,,,1058000,,61973000,494265000,136724000,45288000,61385000,99166000,55450000,15196000,,24166000,66836000,504211000,-8209000,-728000,-549000,-739000,,5025000,-5200000,-15146000,-5754000,-9392000,,,,,,3,1366776089114,973444538309,0.71,0.0000004016,0.0000003616,0.0000003689,0.0000002861
1995,4,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,866,847,75831400,216247,134898,10874312,954826,238928,541310,518575,-11992000,-18195000,70821000,970000,9124000,9026000,98000,,,,,,79000,,2301000,83295000,37767000,8150000,12368000,12140000,20327000,3464000,,4056000,3218000,101490000,-1872000,-166000,-125000,-127000,,1146000,-1144000,-19339000,-7347000,-11992000,,,,,,3,51667463216,32230909344,0.62,0.0000021973,0.0000016121,0.0000019643,0.0000013707
1995,4,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,1,3556,3461,167604000,389102,229634,68042,1113390,50141,312120,276536,-3555000,-3687000,16623000,234000,47000,16000,30000,136000,136000,,,73000,24000,,68000,17204000,8292000,2982000,,,,,9475000,126000,17000,20892000,-5000,137000,,,,0000,132000,-3555000,,-3555000,,,,,,1,19509963382,11514078394,0.59,0.0000014437,0.0000008818,0.0000010708,0.0000008520
1995,4,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,2,14652,14602,552896126,2232193,1256209,16324569,2442120,81655,839639,646411,-1555000,-1105000,73911000,772000,3698000,3390000,308000,6743000,6743000,,,,1304000,,1023000,87451000,27830000,19804000,9215000,13165000,10484000,6055000,,1828000,175000,88557000,-686000,-2000,,193000,,45000,-450000,-1555000,,-1555000,,,,,,2,182269719415,102575745895,0.56,0.0000007205,0.0000004798,0.0000004859,0.0000004055
1995,4,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,2,80,84,7417200,25486,15320,108566,222951,31980,27002,25302,1431000,1434000,4549000,346000,168000,131000,37000,,,,,,53000,,10000,5126000,641000,559000,587000,765000,668000,386000,,75000,11000,3692000,,,,,,-3000,-3000,1431000,,1431000,,,,,,2,815042280,489933600,0.60,0.0000092843,0.0000062896,0.0000045301,0.0000055809
1995,4,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,1,1658,1658,38383200,191916,154477,0,0,59898,230268,198294,793000,1263000,12523000,,,,,1573000,1573000,,,,258000,,,14354000,6161000,2633000,,,,,3906000,391000,,13091000,-101000,46000,,-1000,,25000,-31000,1233000,440000,793000,,,,,,1,11495384568,9252863346,0.80,0.0000013534,0.0000012487,0.0000011388,0.0000010894
1995,4,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,183131,179292,6680577920,25713741,17193277,159506306,201849388,3989030,24388036,20775028,-51760000,-5163000,2092583000,40121000,47383000,43866000,3517000,6380000,6172000,208000,,27227000,7956000,,164571000,2386221000,695587000,324049000,240117000,429162000,378618000,90848000,,148042000,84961000,2391384000,-59534000,6499000,-286000,6429000,,16574000,-30318000,-35481000,-13836000,-21645000,,-48211000,-18096000,,,3,102572884261230,68584497751310,0.67,0.0000000305,0.0000000233,0.0000000233,0.0000000204
1995,4,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,3451,3440,285791080,837168,628388,45443708,7532861,598903,1746442,1652834,-3356000,-2799000,269961000,5530000,25983000,25407000,576000,,,,,22000,1143000,,18117000,320756000,84205000,26188000,48272000,55750000,62485000,21902000,,15441000,9312000,323555000,-5310000,580000,-908000,1147000,,1787000,-2704000,-5503000,-2147000,-3356000,,,,,,3,501382426704,376343458364,0.75,0.0000007173,0.0000006397,0.0000006453,0.0000005384
1995,4,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,3496,3504,192224000,660750,420735,19952268,1376146,408450,1237283,1158741,-1984000,-88000,150890000,1046000,11973000,11706000,267000,1452000,1452000,,,11000,748000,,9960000,176080000,50153000,17072000,24310000,24733000,34227000,11512000,,9126000,5035000,176168000,-3633000,397000,-1644000,590000,,1126000,-3164000,-3252000,-1268000,-1984000,,,,,,3,269883337500,171849210750,0.64,0.0000008780,0.0000006524,0.0000006528,0.0000005591
1995,4,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,3694,3673,429607380,1390590,989691,47271381,10114402,898863,2381423,2281674,13575000,30673000,655315000,13939000,59854000,58532000,1322000,,,,,50000,1917000,,41358000,772433000,234362000,68071000,119862000,85408000,155389000,26074000,,33014000,19580000,741760000,-13867000,1514000,-3244000,2642000,,4535000,-8420000,22253000,8678000,13575000,,,,,,3,1249949899170,889596621333,0.71,0.0000007366,0.0000006180,0.0000005934,0.0000005243
1995,4,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,179927,177350,5983121440,23370895,14474785,36513974,49602507,1452267,13141491,10976641,43359000,70977000,718380000,7776000,11229000,10885000,344000,3000000,3000000,,,,5620000,,2835000,748840000,224838000,75504000,42582000,104910000,114401000,71486000,,41132000,3010000,677863000,-14835000,6052000,-9000,-2743000,,10648000,-887000,70090000,26731000,43359000,,,,,,3,33940779568965,21021252587595,0.62,0.0000000342,0.0000000221,0.0000000200,0.0000000212
1996,1,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,170383,164339,6722331913,24073334,15624597,152166394,127402831,2989506,26760027,22671303,39857000,158559000,2298343000,30019000,49921000,45409000,4512000,1061000,1061000,,,,13233000,,138700000,2531277000,665584000,254832000,263063000,473290000,422845000,118850000,,164026000,10228000,2372718000,-93000000,2908000,,125000,,3217000,-86750000,71809000,31952000,39857000,,,,,,3,71967376433004,46709826479082,0.65,0.0000000492,0.0000000352,0.0000000330,0.0000000319
1996,1,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,5576,5511,438462300,1107783,758251,82476463,7515127,964424,2854384,2681442,-1531000,3570000,366020000,5139000,39575000,38325000,1250000,,,,,,1840000,,8648000,421222000,108188000,31006000,69808000,85907000,72373000,19598000,,28109000,2663000,417652000,-6353000,199000,,8000,,220000,-5926000,-2356000,-825000,-1531000,,,,,,3,1068372511992,731275462424,0.68,0.0000005005,0.0000003943,0.0000003909,0.0000003426
1996,1,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,21751,21744,1186815344,4073655,2654998,65861126,4452076,1015707,4286473,3728767,33650000,67710000,550677000,2124000,31144000,28899000,2245000,2057000,2057000,,,,4628000,,15460000,606090000,149104000,50272000,71058000,101970000,100433000,31397000,,31912000,2234000,538380000,-17089000,534000,,23000,,591000,-15941000,51769000,18119000,33650000,,,,,,3,4137639899085,2696700053586,0.65,0.0000002042,0.0000001465,0.0000001301,0.0000001331
1996,1,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,521,516,51978200,125625,88361,9475409,1302467,107572,330388,315962,6245000,10204000,68557000,1766000,9089000,8865000,224000,,,,,,132000,,1205000,80749000,16269000,4329000,10404000,11383000,18080000,3473000,,6352000,255000,70545000,-639000,20000,,1000,,22000,-596000,9608000,3363000,6245000,,,,,,3,13513732500,9505169492,0.70,0.0000072126,0.0000059753,0.0000052202,0.0000050731
1996,1,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,33963,33648,1156207945,4400556,2608884,31211713,11118023,441317,3967444,3394025,-5161000,-3504000,215695000,4008000,13961000,13385000,576000,2576000,1572000,1004000,,5891000,810000,323000,20271000,263535000,101597000,22343000,26919000,44414000,41506000,13095000,,13162000,4003000,267039000,-8120000,-343000,,-112000,,2946000,-5629000,-9133000,-3972000,-5161000,,,,,,3,1942040172252,1151344860228,0.59,0.0000001873,0.0000001357,0.0000001375,0.0000001111
1996,1,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,2030,2044,72068870,286160,187800,1047971,764,83828,322295,284450,-107000,251000,19765000,,372000,312000,60000,,,,,608000,84000,,,20829000,8045000,1598000,2121000,2911000,3804000,1024000,,1075000,,20578000,-635000,-27000,,-9000,,230000,-441000,-190000,-83000,-107000,,,,,,3,23988220480,15742898400,0.66,0.0000012555,0.0000008683,0.0000008578,0.0000008239
1996,1,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,225616,218468,8913296690,34955385,22063372,152256746,185875196,3950645,25409956,20750367,-10005000,36168000,2345049000,33588000,47483000,43681000,3802000,1775000,1775000,,,,29701000,,44792000,2502388000,741083000,195741000,247165000,412645000,476721000,116177000,,263080000,13608000,2466220000,-50160000,7654000,-2288000,-7152000,,-1356000,-53302000,-17134000,-7129000,-10005000,,,,,,3,138096316973325,87164550274940,0.63,0.0000000269,0.0000000181,0.0000000179,0.0000000170
1996,1,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,3103,3058,138625580,526040,344263,7128542,372279,121128,506654,437764,988000,2186000,46379000,332000,2808000,2484000,324000,,,,,,23000,,6462000,56004000,15024000,3811000,5522000,9880000,9399000,1663000,,1753000,6766000,53818000,-876000,164000,-49000,-22000,,191000,-592000,1594000,606000,988000,,,,,,3,63718173120,41699888664,0.65,0.0000011122,0.0000008789,0.0000008446,0.0000007279
1996,1,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,4595,4542,356155805,1031378,698313,53416679,6142217,1099143,2381729,2234669,-255594000,-406802000,324147000,5385000,32370000,31567000,803000,720000,720000,,,,968000,,59942000,423532000,129260000,40846000,58471000,108519000,61976000,15713000,,353781000,61768000,830334000,-7866000,1478000,-442000,-265000,,1715000,-5380000,-412182000,-156588000,-255594000,,,,,,3,1133631909054,767545845759,0.68,0.0000004223,0.0000003736,0.0000007325,0.0000002859
1996,1,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,699,689,62347930,181797,118429,9282164,1083647,144513,420495,402379,-11298000,-17221000,55929000,875000,7828000,7707000,121000,,,,,,71000,,1977000,66680000,29616000,5914000,10033000,10579000,18384000,2819000,,3979000,2577000,83901000,-1458000,274000,-82000,-50000,,318000,-998000,-18219000,-6921000,-11298000,,,,,,3,26272029861,17114530077,0.65,0.0000032679,0.0000025381,0.0000031935,0.0000021288
1996,1,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,1,4574,4362,206012000,505544,299919,86325,1198671,57261,414121,365270,816000,837000,25399000,295000,66000,32000,34000,,,,,154000,68000,,95000,26076000,9217000,3709000,,,,,12122000,168000,23000,25239000,-5000,110000,,-43000,,-84000,-21000,816000,,816000,,,,,,1,28947954984,17173661859,0.59,0.0000014789,0.0000009008,0.0000008719,0.0000008774
1996,1,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,2,14617,14149,537415058,2168411,1313096,15799658,1513404,77526,828879,638281,-1609000,-655000,75687000,561000,3626000,3356000,271000,6971000,6971000,,,,1562000,,885000,89293000,28664000,19491000,9706000,13720000,10930000,5442000,,1788000,206000,89947000,-895000,-146000,,8000,,79000,-954000,-1609000,,-1609000,,,,,,2,168108231186,101799080496,0.61,0.0000007435,0.0000005312,0.0000005351,0.0000004502
1996,1,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,2,78,82,7240600,24858,12881,138751,234968,31980,26447,24781,1027000,1028000,4123000,328000,252000,215000,37000,,,,,,54000,,12000,4769000,651000,564000,613000,795000,690000,344000,,72000,13000,3741000,,,,,,-1000,-1000,1027000,,1027000,,,,,,2,794958840,411934380,0.52,0.0000100093,0.0000059992,0.0000047065,0.0000051867
1996,1,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,1,2224,2224,50928000,254640,201057,0,0,65429,319823,274475,504000,818000,17113000,,,,,699000,699000,,,,306000,,,18118000,7572000,3650000,,,,,5653000,425000,,17300000,-92000,72000,,5000,,2000,-14000,804000,300000,504000,,,,,,1,16660840560,13154958453,0.79,0.0000013009,0.0000010874,0.0000010383,0.0000010271
1996,1,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,184174,177137,6562655300,25321828,16753433,147478820,178830106,4242040,24097841,20563193,-20811000,51422000,2138674000,37982000,42465000,39167000,3298000,3859000,3859000,,,29367000,8155000,,177294000,2437796000,706110000,325788000,247437000,427712000,376668000,82642000,,129499000,90518000,2386374000,-57065000,8305000,-776000,,,12061000,-37475000,13947000,5579000,8368000,,-46957000,-17778000,,,3,107416207249120,71068732923320,0.66,0.0000000301,0.0000000227,0.0000000222,0.0000000199
1996,1,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,3084,3025,256307820,728606,527657,42955796,5334808,546350,1556187,1475728,-7087000,-9188000,240730000,3935000,24583000,24117000,466000,,,,,25000,1070000,,22813000,293156000,83382000,29649000,43417000,49162000,53784000,19764000,,14272000,8914000,302344000,-4307000,627000,-189000,,,1245000,-2624000,-11812000,-4725000,-7087000,,,,,,3,398073888100,288285401950,0.72,0.0000008350,0.0000007364,0.0000007595,0.0000006047
